shape_area,shape_perimeter,shape_eccentricity,shape_solidity,shape_extent,shape_circularity,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,color_H_mean,color_H_std,color_S_mean,color_S_std,color_V_mean,color_V_std,color_H_hist_0,color_H_hist_1,color_H_hist_2,color_H_hist_3,color_H_hist_4,color_H_hist_5,color_H_hist_6,color_H_hist_7,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,102.45745849609375,59.28445816040039,19.401260375976562,36.35874938964844,201.1479949951172,23.822582244873047,0.2889404296875,0.0152587890625,0.0006103515625,0.00048828125,0.0133819580078125,0.16790771484375,0.389617919921875,0.1237945556640625,2.172040329581985,0.8230568358862005,0.4857426320156988,0.9812884920436468
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,106.04119873046875,57.79795455932617,10.230300903320312,16.977867126464844,206.78053283691406,18.248634338378906,0.230224609375,0.046417236328125,0.001129150390625,0.0008392333984375,0.0188140869140625,0.187408447265625,0.3632354736328125,0.1519317626953125,0.7332818344495732,0.8563722172412556,0.5916584683669369,0.9863219156887849
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,109.18789672851562,60.48590850830078,17.575454711914062,38.753475189208984,209.64683532714844,21.124923706054688,0.2594451904296875,0.006378173828125,0.0008544921875,0.00079345703125,0.0111541748046875,0.1345977783203125,0.3798065185546875,0.20697021484375,1.44706350105507,0.8711478805680822,0.6633984451102621,0.9868680551383302
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,107.10678100585938,61.615074157714844,12.564651489257812,27.714595794677734,214.84808349609375,10.110088348388672,0.2779388427734375,0.0069732666015625,0.000701904296875,0.0009765625,0.0082244873046875,0.124237060546875,0.3754119873046875,0.205535888671875,0.6752499399095953,0.9001761377485193,0.6818654825403481,0.9784900742530177
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,110.29496765136719,53.41996383666992,13.245819091796875,25.143465042114258,211.13775634765625,19.179513931274414,0.2231597900390625,0.00836181640625,0.0006866455078125,0.0005950927734375,0.0140380859375,0.1985626220703125,0.4567108154296875,0.0978851318359375,1.0120164741790918,0.8334763206544696,0.5828230400182158,0.9853889216109278
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,107.84181213378906,60.12446975708008,14.980804443359375,32.897979736328125,212.80825805664062,13.593672752380371,0.2611236572265625,0.011383056640625,0.0010986328125,0.0007171630859375,0.013519287109375,0.1534423828125,0.36053466796875,0.19818115234375,1.015823868122684,0.8722800515853018,0.6146674160512238,0.9802452867238625
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,102.53843688964844,61.32579040527344,12.119033813476562,24.679391860961914,213.24395751953125,12.925752639770508,0.26605224609375,0.046539306640625,0.001678466796875,0.001373291015625,0.014678955078125,0.1649169921875,0.3173828125,0.1873779296875,0.5254645212626458,0.8933632535431008,0.683810403658996,0.9862187741112594
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,108.823974609375,56.18768310546875,10.914413452148438,25.17108726501465,214.5000762939453,12.726850509643555,0.2294158935546875,0.011810302734375,0.0014190673828125,0.00164794921875,0.0225982666015625,0.21990966796875,0.360992431640625,0.1522064208984375,0.5619749680358725,0.8790467376688964,0.668128223295523,0.9856735169362217
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,113.67207336425781,51.02849578857422,8.925521850585938,17.983694076538086,213.82565307617188,15.572389602661133,0.1826629638671875,0.0179290771484375,0.0006866455078125,0.000579833984375,0.01470947265625,0.2096405029296875,0.478912353515625,0.094879150390625,0.7336238982088281,0.8291315684318656,0.554821722635706,0.9831243312469136
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,108.44374084472656,53.109806060791016,13.246261596679688,23.076444625854492,210.1506805419922,20.385318756103516,0.2168121337890625,0.0247344970703125,0.000335693359375,0.00018310546875,0.0144805908203125,0.2079315185546875,0.4637908935546875,0.0717315673828125,1.1690624059017174,0.8201473251749798,0.5142335703254299,0.9841419058675503
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,100.81834411621094,58.88800811767578,13.767318725585938,24.075284957885742,200.7169647216797,23.89850616455078,0.2581024169921875,0.053955078125,0.0012359619140625,0.001251220703125,0.0211944580078125,0.202972412109375,0.3281402587890625,0.133148193359375,1.2448971434211584,0.8109011247856972,0.411923846527814,0.9868252864393122
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,93.03878784179688,62.876121520996094,20.9190673828125,35.265419006347656,193.7730712890625,29.8077449798584,0.3398284912109375,0.0406341552734375,0.0021209716796875,0.001617431640625,0.0252532958984375,0.1709442138671875,0.259521484375,0.1600799560546875,2.3486144059244842,0.742857971307143,0.3384719317797359,0.9846131567114449
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,101.96711730957031,63.20751953125,15.991653442382812,34.76752853393555,208.23104858398438,15.267505645751953,0.3076171875,0.014251708984375,0.00177001953125,0.001556396484375,0.0138397216796875,0.1439361572265625,0.304412841796875,0.212615966796875,1.3414841817605736,0.8475708609492327,0.600900293364691,0.9786179225676936
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,83.07356262207031,64.81763458251953,16.212600708007812,26.72257423400879,192.6277618408203,28.854022979736328,0.39349365234375,0.0611114501953125,0.005218505859375,0.0049285888671875,0.02667236328125,0.151519775390625,0.1967926025390625,0.1602630615234375,2.1267905277628563,0.779415365255563,0.4184679037463288,0.9841205517628553
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,96.08047485351562,63.7484016418457,17.976898193359375,36.80653381347656,198.29136657714844,23.686492919921875,0.33123779296875,0.0238037109375,0.0026702880859375,0.0025177001953125,0.0228271484375,0.1697540283203125,0.260711669921875,0.1864776611328125,1.521439061157366,0.8218773830919226,0.4856050723471642,0.9867401580338274
1.0,0.99609375,0.0,1.0,1.0,0.7915702273958504,3.1846979912279836,0.0,0.0,0.0,0.0,0.0,0.0,90.70584106445312,64.42308807373047,15.7647705078125,29.706741333007812,199.7693634033203,20.48566436767578,0.3448333740234375,0.0528717041015625,0.00482177734375,0.0039520263671875,0.025909423828125,0.1612091064453125,0.227203369140625,0.17919921875,1.0822857228498868,0.7964185644409654,0.4060545103902904,0.9863524176556766
